sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,r_charge_degree,vr_charge_degree,is_recid
1.0,33,1.0,0,0,0,1,0.0,0.0,2.0,8.0,0
1.0,26,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
0.0,34,0.0,0,0,0,1,852.0,1.0,2.0,8.0,0
1.0,42,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,47,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,62,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,52,0.0,0,0,0,19,349.0,0.0,2.0,8.0,0
0.0,25,0.0,0,0,0,4,0.0,0.0,1.0,8.0,1
1.0,49,0.0,0,0,0,1,1.0,1.0,1.0,5.0,1
1.0,30,0.0,0,0,0,8,1.0,0.0,2.0,8.0,0
1.0,50,1.0,0,0,0,0,0.0,0.0,0.0,2.0,1
1.0,47,0.0,0,0,0,3,1.0,0.0,1.0,8.0,1
1.0,37,0.0,0,0,0,14,1.0,0.0,2.0,8.0,0
1.0,26,1.0,0,0,0,0,0.0,1.0,2.0,8.0,0
1.0,28,0.0,0,2,0,21,1.0,0.0,0.0,5.0,1
0.0,26,0.0,0,0,0,3,1.0,0.0,0.0,8.0,1
1.0,25,0.0,0,0,0,1,81.0,0.0,2.0,8.0,0
1.0,20,0.0,0,1,0,1,1.0,0.0,0.0,0.0,1
1.0,34,0.0,0,0,0,9,1.0,0.0,1.0,8.0,1
1.0,21,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,46,0.0,1,0,1,9,1.0,0.0,1.0,8.0,1
1.0,21,0.0,0,0,1,0,1.0,0.0,1.0,8.0,1
0.0,27,1.0,0,0,0,2,1.0,0.0,0.0,8.0,1
1.0,20,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,21,0.0,0,1,1,3,0.0,1.0,1.0,8.0,1
1.0,29,1.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,46,1.0,0,0,0,4,0.0,0.0,2.0,8.0,0
1.0,24,0.0,0,0,0,0,0.0,0.0,1.0,8.0,1
1.0,57,0.0,0,0,0,8,1.0,1.0,1.0,8.0,1
1.0,33,0.0,0,0,0,4,1.0,0.0,1.0,8.0,1
1.0,22,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,23,0.0,0,1,0,4,1.0,0.0,1.0,8.0,1
1.0,29,0.0,0,0,0,5,0.0,0.0,2.0,8.0,0
0.0,55,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,22,1.0,0,0,0,0,0.0,1.0,1.0,8.0,1
0.0,33,1.0,0,0,0,1,5.0,1.0,1.0,8.0,1
1.0,20,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,40,0.0,0,0,0,3,1.0,0.0,1.0,8.0,1
0.0,33,1.0,0,0,0,0,0.0,1.0,2.0,8.0,0
1.0,32,0.0,0,3,0,10,1.0,0.0,1.0,8.0,1
1.0,68,0.0,0,0,0,1,37.0,0.0,2.0,8.0,0
1.0,24,0.0,0,0,0,1,1.0,1.0,2.0,8.0,0
1.0,32,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,19,0.0,0,1,0,2,6.0,0.0,1.0,8.0,1
1.0,23,0.0,0,0,0,6,1.0,0.0,0.0,8.0,1
1.0,27,0.0,0,0,0,5,1.0,0.0,2.0,8.0,0
0.0,52,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
0.0,21,1.0,0,0,0,0,2.0,0.0,2.0,8.0,0
1.0,39,1.0,6,1,0,17,1.0,0.0,1.0,8.0,1
1.0,25,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,42,0.0,0,0,0,6,1.0,0.0,0.0,8.0,1
1.0,29,1.0,0,0,0,1,1.0,1.0,2.0,8.0,0
1.0,33,1.0,0,0,0,3,1.0,1.0,2.0,8.0,0
1.0,38,1.0,0,0,0,2,1.0,1.0,2.0,8.0,0
1.0,32,1.0,0,2,1,10,1.0,0.0,1.0,8.0,1
0.0,29,0.0,0,0,0,1,0.0,0.0,2.0,8.0,0
0.0,20,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
0.0,27,0.0,0,0,0,1,1.0,1.0,2.0,8.0,0
1.0,39,0.0,1,1,0,16,1.0,0.0,2.0,8.0,0
1.0,41,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,23,1.0,0,0,0,4,1.0,1.0,1.0,8.0,1
1.0,58,0.0,0,0,0,10,3.0,0.0,0.0,8.0,1
1.0,42,0.0,0,0,0,9,0.0,0.0,1.0,8.0,1
1.0,26,1.0,0,0,0,1,0.0,0.0,1.0,8.0,1
1.0,53,1.0,0,0,0,3,11.0,0.0,2.0,8.0,0
1.0,27,1.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,33,1.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,33,0.0,0,0,0,2,1.0,0.0,0.0,8.0,1
1.0,28,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,23,0.0,0,0,0,0,1.0,1.0,1.0,8.0,1
1.0,45,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,25,0.0,0,1,0,4,1.0,0.0,1.0,8.0,1
1.0,32,0.0,0,0,0,0,1.0,0.0,0.0,8.0,1
1.0,25,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
0.0,21,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,23,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
0.0,29,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,38,0.0,0,0,0,19,4.0,0.0,0.0,1.0,1
0.0,29,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,29,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,40,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,27,0.0,0,0,0,6,1.0,0.0,1.0,8.0,1
1.0,25,1.0,0,0,0,0,1.0,1.0,1.0,8.0,1
1.0,34,0.0,0,0,0,1,38.0,0.0,2.0,8.0,0
0.0,31,1.0,0,0,2,2,1.0,0.0,1.0,8.0,1
1.0,21,0.0,0,0,1,2,1.0,0.0,2.0,8.0,0
1.0,30,0.0,0,0,0,8,0.0,0.0,1.0,8.0,1
1.0,41,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,38,1.0,3,0,0,11,1.0,0.0,2.0,8.0,0
1.0,59,0.0,0,0,0,8,1.0,0.0,0.0,8.0,1
1.0,21,1.0,0,0,0,1,1.0,1.0,1.0,5.0,1
1.0,61,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
0.0,33,0.0,0,0,0,6,51.0,1.0,1.0,8.0,1
1.0,39,0.0,0,0,0,0,0.0,1.0,2.0,8.0,0
1.0,27,0.0,0,0,0,6,1.0,0.0,1.0,8.0,1
1.0,53,1.0,0,0,0,2,745.0,0.0,2.0,8.0,0
0.0,22,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
0.0,31,1.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,21,1.0,0,0,0,0,2.0,1.0,2.0,8.0,0
1.0,29,0.0,0,0,0,3,1.0,0.0,2.0,8.0,0
1.0,30,0.0,0,0,0,0,2.0,0.0,2.0,8.0,0
1.0,34,1.0,0,0,0,2,49.0,0.0,2.0,8.0,0
1.0,43,1.0,0,0,0,4,1.0,0.0,2.0,8.0,0
1.0,21,0.0,0,0,11,2,1.0,0.0,2.0,8.0,0
0.0,24,1.0,0,0,1,2,3.0,0.0,2.0,8.0,0
1.0,34,0.0,0,0,0,3,1.0,0.0,2.0,8.0,0
1.0,34,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,23,1.0,0,0,1,7,1.0,0.0,2.0,8.0,0
1.0,22,1.0,0,0,0,2,1.0,0.0,2.0,8.0,0
1.0,45,0.0,0,0,0,13,1.0,1.0,0.0,2.0,1
1.0,23,1.0,0,0,1,0,1.0,0.0,1.0,5.0,1
1.0,34,0.0,0,1,0,6,1.0,0.0,2.0,8.0,0
0.0,40,1.0,0,0,0,5,483.0,0.0,2.0,8.0,0
0.0,23,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,39,0.0,0,0,0,3,1.0,0.0,2.0,8.0,0
0.0,26,0.0,0,0,0,5,1.0,0.0,1.0,8.0,1
0.0,26,1.0,0,0,0,0,3.0,1.0,2.0,8.0,0
1.0,21,0.0,0,0,0,0,0.0,1.0,2.0,8.0,0
1.0,30,1.0,0,1,1,3,1.0,0.0,2.0,8.0,0
1.0,44,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,21,0.0,0,0,0,1,22.0,0.0,1.0,8.0,1
1.0,23,0.0,0,0,0,0,1.0,1.0,1.0,8.0,1
0.0,49,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,23,0.0,0,0,0,3,1.0,0.0,1.0,8.0,1
1.0,32,1.0,0,0,0,4,1.0,0.0,2.0,8.0,0
1.0,24,0.0,0,0,0,1,1.0,0.0,1.0,8.0,1
0.0,21,0.0,0,0,0,1,1.0,0.0,1.0,8.0,1
0.0,37,1.0,0,0,0,7,30.0,0.0,0.0,8.0,1
0.0,21,0.0,0,0,0,1,1.0,1.0,0.0,8.0,1
1.0,28,1.0,0,0,0,2,1.0,0.0,1.0,5.0,1
1.0,42,1.0,0,0,0,2,43.0,1.0,2.0,8.0,0
0.0,24,0.0,0,0,0,2,1.0,0.0,1.0,4.0,1
1.0,31,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,24,0.0,1,0,0,2,1.0,1.0,1.0,8.0,1
1.0,24,1.0,0,0,0,2,60.0,1.0,2.0,8.0,0
1.0,25,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
0.0,44,1.0,0,0,0,0,2.0,1.0,2.0,8.0,0
1.0,55,0.0,0,0,0,12,1153.0,0.0,2.0,8.0,0
1.0,33,0.0,0,0,0,1,1.0,1.0,1.0,8.0,1
1.0,26,0.0,1,3,0,24,1.0,1.0,0.0,1.0,1
1.0,20,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,28,1.0,0,0,0,9,134.0,0.0,2.0,8.0,0
1.0,27,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,26,1.0,0,0,0,3,123.0,1.0,2.0,8.0,0
1.0,45,1.0,0,0,0,4,1.0,1.0,2.0,8.0,0
1.0,26,1.0,0,0,0,1,37.0,0.0,2.0,8.0,0
0.0,27,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,46,1.0,0,0,0,0,1.0,0.0,1.0,2.0,1
1.0,28,1.0,0,0,0,1,1.0,0.0,2.0,8.0,0
0.0,38,1.0,0,0,0,1,1.0,1.0,1.0,5.0,1
1.0,55,1.0,0,0,0,10,1.0,0.0,2.0,8.0,0
0.0,44,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,35,1.0,0,0,0,5,0.0,0.0,2.0,8.0,0
1.0,24,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
0.0,24,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,26,0.0,0,0,0,3,1.0,0.0,2.0,8.0,0
0.0,38,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
0.0,62,1.0,0,0,0,2,45.0,0.0,2.0,8.0,0
1.0,27,0.0,0,0,0,7,1.0,0.0,2.0,8.0,1
1.0,48,0.0,0,0,0,6,1.0,0.0,2.0,8.0,0
0.0,31,1.0,0,0,0,2,28.0,0.0,0.0,8.0,1
1.0,28,0.0,0,0,0,5,1.0,1.0,0.0,8.0,1
0.0,21,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,42,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
0.0,25,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,25,1.0,0,0,1,6,1.0,1.0,1.0,8.0,1
1.0,27,0.0,0,0,0,8,294.0,0.0,1.0,5.0,1
1.0,55,1.0,0,0,0,0,0.0,1.0,2.0,8.0,0
1.0,25,0.0,0,0,0,1,113.0,0.0,2.0,8.0,0
1.0,40,0.0,0,0,0,5,1971.0,0.0,0.0,4.0,1
1.0,21,0.0,0,0,0,0,1.0,0.0,1.0,8.0,1
1.0,50,1.0,0,0,0,26,16.0,0.0,1.0,8.0,1
0.0,46,1.0,0,0,0,0,0.0,1.0,2.0,8.0,0
1.0,28,0.0,0,1,0,10,0.0,0.0,1.0,8.0,1
1.0,20,0.0,0,1,0,2,16.0,0.0,1.0,8.0,1
1.0,31,0.0,5,0,0,10,1.0,0.0,0.0,8.0,1
0.0,57,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,25,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,22,0.0,0,4,0,7,7.0,0.0,0.0,8.0,1
1.0,31,0.0,0,0,0,3,1.0,0.0,1.0,1.0,1
1.0,28,0.0,0,0,0,4,751.0,1.0,2.0,8.0,0
1.0,41,1.0,0,0,0,11,1.0,0.0,2.0,8.0,0
1.0,43,0.0,0,0,0,7,0.0,0.0,2.0,8.0,0
0.0,25,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,23,0.0,0,1,0,5,0.0,1.0,2.0,8.0,0
1.0,40,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,20,0.0,0,0,0,0,1.0,0.0,1.0,8.0,1
1.0,35,0.0,0,0,0,2,1.0,1.0,2.0,8.0,0
1.0,34,0.0,0,0,0,1,1.0,1.0,1.0,8.0,1
1.0,27,1.0,0,0,1,18,1.0,0.0,1.0,8.0,1
1.0,25,0.0,0,1,1,15,1.0,0.0,2.0,8.0,0
0.0,38,0.0,0,0,0,3,0.0,0.0,1.0,8.0,1
1.0,21,1.0,0,0,0,0,1.0,0.0,0.0,8.0,1
1.0,27,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,25,0.0,0,0,0,0,1.0,1.0,1.0,8.0,1
1.0,53,0.0,0,0,0,6,1.0,1.0,1.0,8.0,1
0.0,50,0.0,0,0,0,4,2.0,0.0,2.0,8.0,0
0.0,23,1.0,0,0,0,1,0.0,1.0,2.0,8.0,0
1.0,45,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,27,0.0,1,0,0,2,73.0,0.0,1.0,8.0,1
1.0,52,1.0,0,0,0,6,1.0,0.0,2.0,8.0,0
1.0,27,1.0,0,0,0,0,0.0,1.0,1.0,8.0,1
1.0,29,0.0,0,0,0,5,1.0,0.0,1.0,8.0,1
1.0,38,0.0,0,0,0,1,1.0,1.0,2.0,8.0,0
0.0,54,1.0,0,0,0,2,4.0,0.0,2.0,8.0,0
1.0,26,0.0,0,0,0,1,0.0,0.0,0.0,8.0,1
1.0,37,0.0,1,8,5,23,1.0,0.0,0.0,8.0,1
1.0,36,0.0,0,2,1,25,0.0,1.0,0.0,8.0,1
1.0,28,0.0,0,0,0,18,1.0,0.0,1.0,5.0,1
1.0,27,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,22,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,49,0.0,0,0,0,1,1.0,1.0,2.0,8.0,0
1.0,20,1.0,0,0,1,0,1.0,0.0,2.0,8.0,0
1.0,36,0.0,0,0,0,11,1.0,0.0,1.0,8.0,1
0.0,26,0.0,0,0,0,2,634.0,0.0,2.0,8.0,0
0.0,41,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
0.0,43,0.0,0,0,0,1,1.0,1.0,2.0,8.0,0
1.0,40,1.0,1,0,0,9,1.0,0.0,2.0,8.0,0
1.0,29,1.0,0,0,1,8,54.0,1.0,2.0,8.0,0
1.0,21,0.0,1,0,0,7,1.0,0.0,0.0,8.0,1
1.0,25,1.0,0,0,0,4,687.0,0.0,2.0,8.0,0
1.0,33,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,26,0.0,0,0,0,7,19.0,0.0,2.0,8.0,0
0.0,27,0.0,0,0,0,0,1.0,1.0,1.0,8.0,1
1.0,35,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,57,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,27,0.0,0,0,0,3,365.0,1.0,2.0,8.0,0
0.0,31,0.0,0,0,0,3,1.0,0.0,2.0,8.0,0
1.0,36,0.0,1,0,0,26,1.0,0.0,1.0,8.0,1
1.0,50,1.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,52,1.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,24,0.0,0,0,0,1,1.0,1.0,2.0,8.0,0
1.0,38,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,26,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,54,0.0,0,0,0,11,1.0,0.0,2.0,8.0,0
1.0,71,1.0,0,0,0,13,1.0,0.0,2.0,8.0,0
1.0,27,0.0,0,4,4,9,1.0,0.0,0.0,8.0,1
0.0,39,1.0,0,0,0,1,2.0,0.0,2.0,8.0,0
1.0,46,0.0,1,0,0,8,0.0,1.0,0.0,8.0,1
0.0,36,0.0,0,0,0,5,0.0,0.0,1.0,5.0,1
1.0,55,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
0.0,27,0.0,0,0,0,4,0.0,0.0,2.0,8.0,0
1.0,45,0.0,0,0,0,0,-1.0,2.0,1.0,0.0,1
1.0,27,1.0,0,0,0,0,0.0,0.0,2.0,8.0,0
1.0,22,0.0,0,0,0,3,1.0,0.0,2.0,8.0,0
1.0,31,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,23,0.0,0,0,3,2,0.0,0.0,1.0,8.0,1
1.0,20,0.0,1,0,0,1,1.0,0.0,0.0,8.0,1
0.0,31,0.0,0,2,0,10,3.0,0.0,2.0,8.0,0
1.0,24,1.0,0,0,0,8,0.0,0.0,1.0,8.0,1
0.0,37,1.0,0,0,0,2,1.0,0.0,1.0,8.0,1
1.0,25,0.0,0,0,0,0,2.0,1.0,1.0,8.0,1
1.0,26,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
0.0,24,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
0.0,24,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,42,1.0,0,0,0,2,68.0,0.0,2.0,8.0,0
1.0,29,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,41,0.0,0,0,0,4,0.0,1.0,1.0,8.0,1
1.0,37,0.0,0,0,0,0,1.0,0.0,1.0,5.0,1
1.0,46,1.0,0,0,0,2,1.0,0.0,2.0,8.0,0
0.0,56,1.0,0,0,0,10,1.0,0.0,1.0,8.0,1
0.0,28,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,36,0.0,0,0,0,3,0.0,0.0,2.0,8.0,0
1.0,23,0.0,0,0,0,0,1.0,0.0,1.0,8.0,1
0.0,23,0.0,0,0,0,1,2.0,0.0,1.0,8.0,1
1.0,25,0.0,0,0,0,0,1.0,0.0,0.0,8.0,1
1.0,24,0.0,0,0,0,1,1.0,0.0,1.0,8.0,1
1.0,35,0.0,0,0,0,27,1.0,0.0,2.0,8.0,0
1.0,48,0.0,0,0,0,10,215.0,0.0,2.0,8.0,0
1.0,72,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,55,1.0,0,0,0,9,1.0,0.0,2.0,8.0,0
1.0,24,1.0,0,0,0,2,1.0,0.0,0.0,8.0,1
1.0,43,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,36,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,49,1.0,0,0,0,1,9.0,1.0,2.0,8.0,0
1.0,25,0.0,0,1,1,8,1.0,0.0,2.0,8.0,0
1.0,32,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,27,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,46,0.0,0,0,0,3,1.0,0.0,2.0,8.0,0
1.0,26,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,32,1.0,0,0,0,5,0.0,0.0,2.0,8.0,0
1.0,23,0.0,0,0,0,0,1.0,0.0,1.0,5.0,1
1.0,43,1.0,0,0,0,2,26.0,0.0,2.0,8.0,0
0.0,53,1.0,0,0,0,0,2.0,1.0,2.0,8.0,0
1.0,24,0.0,0,0,0,1,1.0,0.0,1.0,8.0,1
1.0,25,0.0,1,0,0,4,99.0,1.0,2.0,8.0,0
1.0,28,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,32,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,21,1.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,33,1.0,0,0,0,3,1.0,0.0,0.0,8.0,1
1.0,36,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
0.0,35,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,25,1.0,0,0,0,4,60.0,0.0,2.0,8.0,0
1.0,30,0.0,0,0,0,3,1.0,0.0,2.0,8.0,0
1.0,55,1.0,0,0,0,3,1.0,1.0,2.0,8.0,0
1.0,28,0.0,0,0,0,0,2.0,1.0,2.0,8.0,0
1.0,44,1.0,0,0,0,0,1.0,1.0,1.0,5.0,1
0.0,48,1.0,0,0,0,2,67.0,0.0,2.0,8.0,0
1.0,19,0.0,2,1,1,3,23.0,0.0,0.0,8.0,1
1.0,24,0.0,0,0,1,3,1.0,0.0,0.0,8.0,1
1.0,50,1.0,0,0,0,2,1.0,0.0,2.0,8.0,0
0.0,27,1.0,0,0,0,13,1.0,0.0,2.0,8.0,0
1.0,23,0.0,2,0,1,4,260.0,0.0,2.0,8.0,0
1.0,31,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,31,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
0.0,28,1.0,0,0,0,0,1.0,0.0,1.0,8.0,1
1.0,42,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,36,1.0,0,0,0,2,1.0,1.0,2.0,8.0,0
1.0,21,0.0,0,0,0,0,1.0,1.0,0.0,8.0,1
1.0,29,0.0,0,0,0,5,643.0,0.0,2.0,8.0,0
1.0,48,1.0,0,0,0,1,497.0,0.0,2.0,8.0,0
1.0,54,1.0,0,0,0,5,0.0,0.0,2.0,8.0,0
1.0,21,1.0,0,0,0,0,1.0,0.0,1.0,8.0,1
1.0,31,1.0,0,0,0,3,1.0,0.0,0.0,8.0,1
1.0,27,1.0,0,0,0,0,0.0,0.0,0.0,8.0,1
1.0,36,0.0,0,1,0,7,1.0,0.0,2.0,8.0,0
1.0,24,1.0,0,0,0,10,0.0,0.0,2.0,8.0,0
1.0,28,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,20,0.0,0,0,1,0,1.0,0.0,2.0,8.0,0
1.0,75,1.0,0,0,0,1,36.0,0.0,0.0,8.0,1
1.0,28,0.0,0,0,0,7,0.0,0.0,0.0,8.0,1
1.0,67,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,30,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
0.0,36,0.0,0,1,0,5,1.0,0.0,2.0,8.0,0
0.0,32,0.0,0,0,0,11,0.0,0.0,2.0,8.0,0
1.0,44,0.0,0,0,0,7,1.0,0.0,2.0,8.0,0
1.0,25,0.0,0,0,0,1,24.0,0.0,0.0,8.0,1
1.0,38,0.0,0,0,0,18,864.0,0.0,2.0,8.0,0
0.0,30,0.0,0,0,0,15,1.0,1.0,1.0,8.0,1
1.0,28,1.0,0,1,0,9,1.0,1.0,2.0,8.0,0
1.0,58,0.0,0,0,0,17,1.0,0.0,2.0,8.0,0
0.0,32,0.0,0,0,0,5,1.0,0.0,2.0,8.0,0
1.0,27,0.0,0,0,0,0,0.0,0.0,1.0,8.0,1
1.0,26,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,54,0.0,0,0,0,26,1.0,0.0,2.0,8.0,0
0.0,23,1.0,0,0,1,0,1.0,1.0,2.0,8.0,0
1.0,42,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,36,0.0,0,0,0,4,215.0,0.0,2.0,8.0,0
0.0,25,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
0.0,33,0.0,0,0,0,1,1.0,0.0,2.0,8.0,0
1.0,26,1.0,0,0,0,1,1.0,1.0,2.0,8.0,0
1.0,31,1.0,0,0,0,5,1.0,0.0,1.0,8.0,1
1.0,30,1.0,0,0,0,0,0.0,1.0,1.0,8.0,1
1.0,33,0.0,0,0,0,4,9.0,0.0,2.0,8.0,0
1.0,26,0.0,0,0,0,1,0.0,1.0,1.0,8.0,1
1.0,25,0.0,0,0,0,9,1.0,0.0,2.0,8.0,0
0.0,31,1.0,0,0,0,0,0.0,1.0,2.0,8.0,0
1.0,37,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
0.0,22,1.0,0,0,0,2,1.0,1.0,1.0,8.0,1
1.0,50,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,37,0.0,0,0,0,4,1.0,0.0,2.0,8.0,0
1.0,58,1.0,0,0,0,1,1.0,0.0,1.0,5.0,1
0.0,28,0.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,34,1.0,0,0,0,3,1.0,1.0,1.0,8.0,1
1.0,32,1.0,0,0,0,1,0.0,0.0,0.0,8.0,1
0.0,43,1.0,0,0,0,1,27.0,1.0,2.0,8.0,0
1.0,29,0.0,0,0,0,0,1.0,1.0,1.0,8.0,1
1.0,27,0.0,0,0,0,0,0.0,1.0,2.0,8.0,0
1.0,39,1.0,0,0,0,5,21.0,0.0,2.0,8.0,0
1.0,24,0.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,38,0.0,1,0,0,8,2.0,1.0,2.0,8.0,0
1.0,52,1.0,0,0,0,7,23.0,0.0,2.0,8.0,0
0.0,23,0.0,0,0,0,0,0.0,0.0,2.0,8.0,0
1.0,56,0.0,0,0,0,3,27.0,1.0,1.0,8.0,1
1.0,48,1.0,0,0,0,0,1.0,1.0,2.0,8.0,0
1.0,46,1.0,0,0,0,7,0.0,0.0,0.0,8.0,1
1.0,57,1.0,0,0,0,0,1.0,0.0,2.0,8.0,0
1.0,38,1.0,0,0,0,5,11.0,0.0,1.0,8.0,1
1.0,47,1.0,0,0,0,3,0.0,1.0,2.0,8.0,0
0.0,26,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,32,1.0,0,0,0,0,7.0,0.0,2.0,8.0,0
1.0,32,0.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,34,0.0,0,1,0,27,1.0,1.0,2.0,8.0,0
1.0,42,0.0,0,0,0,5,1.0,0.0,2.0,8.0,0
0.0,35,0.0,0,0,0,0,1.0,1.0,0.0,8.0,1
1.0,20,1.0,0,0,0,0,1.0,0.0,1.0,8.0,1
0.0,32,1.0,0,0,0,2,1.0,0.0,0.0,8.0,1
1.0,21,1.0,0,0,1,0,1.0,1.0,2.0,8.0,0
1.0,24,0.0,0,0,0,0,0.0,1.0,1.0,8.0,1
1.0,42,1.0,0,0,0,0,-1.0,2.0,2.0,8.0,-1
1.0,24,0.0,0,0,0,1,1.0,1.0,0.0,8.0,1
1.0,23,0.0,0,0,0,4,1.0,0.0,2.0,8.0,0
0.0,30,1.0,0,0,0,5,1.0,1.0,2.0,8.0,0
1.0,26,0.0,0,0,0,0,1.0,1.0,0.0,8.0,1
1.0,52,1.0,0,0,0,8,0.0,0.0,2.0,8.0,0
